path,filename,participant,statement,confidence_level,confidence_type,accuracy,free_cued_recall
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s29.wav,'S2_w42_t1_s29.wav',42,29.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s21.wav,'S2_w42_t1_s21.wav',42,21.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s03.wav,'S2_w42_t1_s03.wav',42,3.0,,,1,1
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s22.wav,'S2_w42_t1_s22.wav',42,22.0,80.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s40.wav,'S2_w42_t1_s40.wav',42,40.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s18.wav,'S2_w42_t1_s18.wav',42,18.0,,,1,1
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s71.wav,'S2_w42_t1_s71.wav',42,71.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s59.wav,'S2_w42_t1_s59.wav',42,59.0,60.0,1.0,0,2
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s64.wav,'S2_w42_t1_s64.wav',42,64.0,,,0,2
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s50.wav,'S2_w42_t1_s50.wav',42,50.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s09.wav,'S2_w42_t1_s09.wav',42,9.0,100.0,1.0,1,1
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s14.wav,'S2_w42_t1_s14.wav',42,14.0,0.0,1.0,0,1
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s30.wav,'S2_w42_t1_s30.wav',42,30.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s70.wav,'S2_w42_t1_s70.wav',42,70.0,100.0,1.0,0,2
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s54.wav,'S2_w42_t1_s54.wav',42,54.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s11.wav,'S2_w42_t1_s11.wav',42,11.0,,,1,1
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s28.wav,'S2_w42_t1_s28.wav',42,28.0,100.0,2.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s73.wav,'S2_w42_t1_s73.wav',42,73.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s66.wav,'S2_w42_t1_s66.wav',42,66.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s61.wav,'S2_w42_t1_s61.wav',42,61.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s75.wav,'S2_w42_t1_s75.wav',42,75.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s58.wav,'S2_w42_t1_s58.wav',42,58.0,60.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s20.wav,'S2_w42_t1_s20.wav',42,20.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s01.wav,'S2_w42_t1_s01.wav',42,1.0,100.0,1.0,1,1
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s16.wav,'S2_w42_t1_s16.wav',42,16.0,100.0,1.0,1,1
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s13.wav,'S2_w42_t1_s13.wav',42,13.0,,,1,1
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s04.wav,'S2_w42_t1_s04.wav',42,4.0,,,1,1
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s15.wav,'S2_w42_t1_s15.wav',42,15.0,100.0,1.0,1,1
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s52.wav,'S2_w42_t1_s52.wav',42,52.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s23.wav,'S2_w42_t1_s23.wav',42,23.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s68.wav,'S2_w42_t1_s68.wav',42,68.0,100.0,2.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s08.wav,'S2_w42_t1_s08.wav',42,8.0,100.0,1.0,1,1
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s76.wav,'S2_w42_t1_s76.wav',42,76.0,100.0,1.0,1,3
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s12.wav,'S2_w42_t1_s12.wav',42,12.0,100.0,1.0,1,1
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s74.wav,'S2_w42_t1_s74.wav',42,74.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s69.wav,'S2_w42_t1_s69.wav',42,69.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s41.wav,'S2_w42_t1_s41.wav',42,41.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s48.wav,'S2_w42_t1_s48.wav',42,48.0,80.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s67.wav,'S2_w42_t1_s67.wav',42,67.0,100.0,2.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s62.wav,'S2_w42_t1_s62.wav',42,62.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s17.wav,'S2_w42_t1_s17.wav',42,17.0,100.0,1.0,1,1
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s05.wav,'S2_w42_t1_s05.wav',42,5.0,,,1,1
/home/tim/Downloads/klippta_ljudfiler/w42_t01/S2_w42_t1_s51.wav,'S2_w42_t1_s51.wav',42,51.0,100.0,2.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s83.wav,S2_w010_t1_s83.wav',10,83.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s38.wav,S2_w010_t1_s38.wav',10,38.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s05.wav,S2_w010_t1_s05.wav',10,5.0,100.0,1.0,1,1
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s63.wav,S2_w010_t1_s63.wav',10,63.0,,,0,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s85.wav,S2_w010_t1_s85.wav',10,85.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s11.wav,S2_w010_t1_s11.wav',10,11.0,,,1,1
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s77.wav,S2_w010_t1_s77.wav',10,77.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s56.wav,S2_w010_t1_s56.wav',10,56.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s15.wav,S2_w010_t1_s15.wav',10,15.0,100.0,1.0,0,1
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s25.wav,S2_w010_t1_s25.wav',10,25.0,100.0,1.0,0,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s84.wav,S2_w010_t1_s84.wav',10,84.0,100.0,2.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s39.wav,S2_w010_t1_s39.wav',10,39.0,100.0,2.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s29.wav,S2_w010_t1_s29.wav',10,29.0,,,0,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s10.wav,S2_w010_t1_s10.wav',10,10.0,,,0,1
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s51.wav,S2_w010_t1_s51.wav',10,51.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s07.wav,S2_w010_t1_s07.wav',10,7.0,100.0,1.0,1,1
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s26.wav,S2_w010_t1_s26.wav',10,26.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s75.wav,S2_w010_t1_s75.wav',10,75.0,80.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s89.wav,S2_w010_t1_s89.wav',10,89.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s43.wav,S2_w010_t1_s43.wav',10,43.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s86.wav,S2_w010_t1_s86.wav',10,86.0,80.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s71.wav,S2_w010_t1_s71.wav',10,71.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s59.wav,S2_w010_t1_s59.wav',10,59.0,,,0,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s66.wav,S2_w010_t1_s66.wav',10,66.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s02.wav,S2_w010_t1_s02.wav',10,2.0,100.0,1.0,1,1
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s64.wav,S2_w010_t1_s64.wav',10,64.0,60.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s17.wav,S2_w010_t1_s17.wav',10,17.0,,,0,1
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s20.wav,S2_w010_t1_s20.wav',10,20.0,100.0,2.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s76.wav,S2_w010_t1_s76.wav',10,76.0,40.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s69.wav,S2_w010_t1_s69.wav',10,69.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s36.wav,S2_w010_t1_s36.wav',10,36.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s19.wav,S2_w010_t1_s19.wav',10,19.0,100.0,2.0,0,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s21.wav,S2_w010_t1_s21.wav',10,21.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s13.wav,S2_w010_t1_s13.wav',10,13.0,100.0,1.0,1,1
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s31.wav,S2_w010_t1_s31.wav',10,31.0,80.0,2.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s42.wav,S2_w010_t1_s42.wav',10,42.0,100.0,1.0,0,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s81.wav,S2_w010_t1_s81.wav',10,81.0,40.0,1.0,0,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s27.wav,S2_w010_t1_s27.wav',10,27.0,60.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s49.wav,S2_w010_t1_s49.wav',10,49.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s41.wav,S2_w010_t1_s41.wav',10,41.0,100.0,1.0,0,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s46.wav,S2_w010_t1_s46.wav',10,46.0,,,0,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s22.wav,S2_w010_t1_s22.wav',10,22.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s08.wav,S2_w010_t1_s08.wav',10,8.0,100.0,1.0,1,1
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s33.wav,S2_w010_t1_s33.wav',10,33.0,100.0,2.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s47.wav,S2_w010_t1_s47.wav',10,47.0,,,0,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s60.wav,S2_w010_t1_s60.wav',10,60.0,,,0,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s37.wav,S2_w010_t1_s37.wav',10,37.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s03.wav,S2_w010_t1_s03.wav',10,3.0,80.0,1.0,1,1
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s48.wav,S2_w010_t1_s48.wav',10,48.0,100.0,2.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s62.wav,S2_w010_t1_s62.wav',10,62.0,100.0,2.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s44.wav,S2_w010_t1_s44.wav',10,44.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s53.wav,S2_w010_t1_s53.wav',10,53.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s55.wav,S2_w010_t1_s55.wav',10,55.0,100.0,2.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s88.wav,S2_w010_t1_s88.wav',10,88.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s14.wav,S2_w010_t1_s14.wav',10,14.0,100.0,1.0,1,1
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s34.wav,S2_w010_t1_s34.wav',10,34.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s54.wav,S2_w010_t1_s54.wav',10,54.0,80.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s16.wav,S2_w010_t1_s16.wav',10,16.0,100.0,1.0,1,1
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s35.wav,S2_w010_t1_s35.wav',10,35.0,80.0,2.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s06.wav,S2_w010_t1_s06.wav',10,6.0,,,1,1
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s87.wav,S2_w010_t1_s87.wav',10,87.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s18.wav,S2_w010_t1_s18.wav',10,18.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s01.wav,S2_w010_t1_s01.wav',10,1.0,20.0,1.0,1,1
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s52.wav,S2_w010_t1_s52.wav',10,52.0,100.0,2.0,0,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s45.wav,S2_w010_t1_s45.wav',10,45.0,100.0,1.0,0,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s70.wav,S2_w010_t1_s70.wav',10,70.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s80.wav,S2_w010_t1_s80.wav',10,80.0,80.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s65.wav,S2_w010_t1_s65.wav',10,65.0,,,0,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s57.wav,S2_w010_t1_s57.wav',10,57.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s61.wav,S2_w010_t1_s61.wav',10,61.0,80.0,1.0,0,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s12.wav,S2_w010_t1_s12.wav',10,12.0,100.0,1.0,1,1
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s32.wav,S2_w010_t1_s32.wav',10,32.0,80.0,2.0,0,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s28.wav,S2_w010_t1_s28.wav',10,28.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s24.wav,S2_w010_t1_s24.wav',10,24.0,80.0,1.0,0,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s23.wav,S2_w010_t1_s23.wav',10,23.0,80.0,1.0,0,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s82.wav,S2_w010_t1_s82.wav',10,82.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s04.wav,S2_w010_t1_s04.wav',10,4.0,100.0,1.0,0,1
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s09.wav,S2_w010_t1_s09.wav',10,9.0,100.0,1.0,1,1
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s78.wav,S2_w010_t1_s78.wav',10,78.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s79.wav,S2_w010_t1_s79.wav',10,79.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s50.wav,S2_w010_t1_s50.wav',10,50.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w10_t01/S2_w10_t1_s74.wav,S2_w010_t1_s74.wav',10,74.0,,,0,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s67.wav,'S2_w29_t1_s67.wav',29,67.0,100.0,2.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s06.wav,'S2_w29_t1_s06.wav',29,6.0,100.0,1.0,1,1
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s14.wav,'S2_w29_t1_s14.wav',29,14.0,100.0,1.0,0,1
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s01.wav,'S2_w29_t1_s01.wav',29,1.0,100.0,1.0,1,1
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s54.wav,'S2_w29_t1_s54.wav',29,54.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s09.wav,'S2_w29_t1_s09.wav',29,9.0,,,1,1
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s65.wav,'S2_w29_t1_s65.wav',29,65.0,100.0,2.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s66.wav,'S2_w29_t1_s66.wav',29,66.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s30.wav,'S2_w29_t1_s30.wav',29,30.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s52.wav,'S2_w29_t1_s52.wav',29,52.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s51.wav,'S2_w29_t1_s51.wav',29,51.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s16.wav,'S2_w29_t1_s16.wav',29,16.0,80.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s22.wav,'S2_w29_t1_s22.wav',29,22.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s61.wav,'S2_w29_t1_s61.wav',29,61.0,80.0,1.0,0,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s25.wav,'S2_w29_t1_s25.wav',29,25.0,100.0,2.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s19.wav,'S2_w29_t1_s19.wav',29,19.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s45.wav,'S2_w29_t1_s45.wav',29,45.0,100.0,2.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s55.wav,'S2_w29_t1_s55.wav',29,55.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s17.wav,'S2_w29_t1_s17.wav',29,17.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s56.wav,'S2_w29_t1_s56.wav',29,56.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s24.wav,'S2_w29_t1_s24.wav',29,24.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s18.wav,'S2_w29_t1_s18.wav',29,18.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s08.wav,'S2_w29_t1_s08.wav',29,8.0,100.0,1.0,1,1
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s37.wav,'S2_w29_t1_s37.wav',29,37.0,100.0,2.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s64.wav,'S2_w29_t1_s64.wav',29,64.0,80.0,1.0,0,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s21.wav,'S2_w29_t1_s21.wav',29,21.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s38.wav,'S2_w29_t1_s38.wav',29,38.0,60.0,1.0,0,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s32.wav,'S2_w29_t1_s32.wav',29,32.0,80.0,1.0,0,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s58.wav,'S2_w29_t1_s58.wav',29,58.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s40.wav,'S2_w29_t1_s40.wav',29,40.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s04.wav,'S2_w29_t1_s04.wav',29,4.0,100.0,1.0,1,1
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s35.wav,'S2_w29_t1_s35.wav',29,35.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s49.wav,'S2_w29_t1_s49.wav',29,49.0,100.0,2.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s63.wav,'S2_w29_t1_s63.wav',29,63.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s07.wav,'S2_w29_t1_s07.wav',29,7.0,100.0,1.0,1,1
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s48.wav,'S2_w29_t1_s48.wav',29,48.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s36.wav,'S2_w29_t1_s36.wav',29,36.0,100.0,2.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s13.wav,'S2_w29_t1_s13.wav',29,13.0,100.0,1.0,1,1
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s15.wav,'S2_w29_t1_s15.wav',29,15.0,100.0,2.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s39.wav,'S2_w29_t1_s39.wav',29,39.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s33.wav,'S2_w29_t1_s33.wav',29,33.0,100.0,1.0,0,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s50.wav,'S2_w29_t1_s50.wav',29,50.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s12.wav,'S2_w29_t1_s12.wav',29,12.0,100.0,1.0,1,1
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s41.wav,'S2_w29_t1_s41.wav',29,41.0,100.0,1.0,0,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s31.wav,'S2_w29_t1_s31.wav',29,31.0,100.0,1.0,0,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s26.wav,'S2_w29_t1_s26.wav',29,26.0,100.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s27.wav,'S2_w29_t1_s27.wav',29,27.0,100.0,2.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s34.wav,'S2_w29_t1_s34.wav',29,34.0,80.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s10.wav,'S2_w29_t1_s10.wav',29,10.0,100.0,1.0,1,1
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s44.wav,'S2_w29_t1_s44.wav',29,44.0,100.0,1.0,0,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s28.wav,'S2_w29_t1_s28.wav',29,28.0,100.0,2.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s05.wav,'S2_w29_t1_s05.wav',29,5.0,100.0,1.0,1,1
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s60.wav,'S2_w29_t1_s60.wav',29,60.0,60.0,1.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s59.wav,'S2_w29_t1_s59.wav',29,59.0,80.0,2.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s43.wav,'S2_w29_t1_s43.wav',29,43.0,100.0,2.0,0,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s11.wav,'S2_w29_t1_s11.wav',29,11.0,100.0,1.0,1,1
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s02.wav,'S2_w29_t1_s02.wav',29,2.0,100.0,1.0,0,1
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s53.wav,'S2_w29_t1_s53.wav',29,53.0,80.0,2.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s23.wav,'S2_w29_t1_s23.wav',29,23.0,100.0,2.0,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s62.wav,'S2_w29_t1_s62.wav',29,62.0,,,1,2
/home/tim/Downloads/klippta_ljudfiler/w29_t01/S2_w29_t1_s03.wav,'S2_w29_t1_s03.wav',29,3.0,100.0,1.0,1,1
