F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,filename,study,statement,session,participant,accuracy,confidence_level,confidence_type,free_cued_recall
27.917944,0.16500998,25.620613,27.296385,30.110207,4.4895935,120.90269,106.3222,25.801363,18.584326,0.32050633,0.5569024,0.15246892,0.2753059,0.48109594,0.32862702,2.2416792,1.2058347,2.0316253,1.4273134,0.24146347,0.32077637,19.933031,0.47190022,11.4942045,0.5171194,8.809139,1.1706196,6.6486897,1.4918691,0.026253935,1.7540802,1.2574302,0.5228194,3.4899454,0.995878,5.7122383,1.1235446,28.062773,0.28135926,442.35712,0.33382902,1190.3822,0.15315253,-113.04747,-0.8633878,1460.8474,0.13238178,895.5123,0.27846023,-118.06469,-0.75946695,2488.6707,0.09965006,930.08704,0.37237564,-121.53724,-0.706108,-17.475586,-0.2565043,27.890507,0.1961712,0.004858699,4.6355577,-0.020027712,-0.71707803,0.30632466,0.22022772,28.30307,0.21783286,12.911104,0.4932889,11.144239,1.2397792,1.8536147,6.179516,-17.97077,31.105047,-0.059881337,-0.005562069,0.18957572,2.6548674,1.2722647,0.345,0.37805423,0.3818182,0.5306911,-38.01209,'S2_w59_t1_s68.wav',1000,68.0,1000,59,1,20.0,1.0,2
21.33737,0.28877738,17.443586,17.727358,29.294945,11.851358,58.24233,0.0,147.97633,0.0,0.26683155,0.49252486,0.15913975,0.22997935,0.34828103,0.18914127,3.2349722,2.429657,4.044646,5.317932,0.143978,0.73433644,16.702606,0.55358064,10.877654,0.53491366,8.057345,1.022901,5.0071845,2.334529,0.024491873,0.643378,1.7729998,0.43501988,-5.998176,-1.2449131,3.6239717,1.294362,20.180342,0.2750207,500.01517,0.21220249,1345.3866,0.13355401,-154.72287,-0.51368874,1522.8649,0.12598796,1138.3885,0.14945117,-155.85129,-0.47895005,2625.9092,0.09014255,914.4573,0.26077753,-157.65663,-0.45450366,-19.105467,-0.25802916,29.682562,0.10782628,-0.0152096525,-2.129087,-0.020205855,-0.7642213,0.22163747,0.5267283,26.241419,0.15995513,13.328992,0.5676585,4.1285233,1.2871308,-3.0235648,-4.3773627,-16.486912,27.93579,-0.062435593,-0.0031859009,0.12050567,3.5971224,2.238806,0.099999994,0.09201449,0.24249999,0.17166464,-41.806076,S2_w014_t1_s43.wav',1000,43.0,1000,14,1,100.0,1.0,2
26.873074,0.20549373,20.18494,30.636906,31.088856,10.903915,36.44046,88.84426,34.626274,23.404789,0.2333528,0.32695052,0.1704138,0.22089966,0.26118577,0.09077196,1.878458,1.390704,0.72524893,0.40238225,0.10449002,0.2922619,17.99114,0.39608625,13.724028,0.4687284,5.7018332,1.4140031,7.5588155,1.0182929,0.04019661,1.7834597,1.3977872,0.36204243,-1.9403913,-2.7099771,2.7322526,3.912994,23.786972,0.23890187,422.9994,0.15623118,1170.885,0.1354623,-152.43472,-0.5577215,1415.6163,0.062525846,951.0634,0.31853044,-153.93248,-0.52556115,2519.9275,0.040632095,842.1798,0.17978905,-156.32419,-0.49026453,-16.30752,-0.33133835,28.497337,0.12268308,-0.03364198,-0.3648734,-0.012980135,-0.5209261,0.11506938,0.32026574,24.904976,0.1237388,9.604998,0.9441332,4.259629,2.034187,4.855971,1.5000495,-19.345755,30.93696,-0.058069367,-0.011791186,0.10174116,2.996255,1.1450382,0.20333333,0.094280906,0.48499998,0.32882366,-44.520172,'S2_w30_t1_s61.wav',1000,61.0,1000,30,1,60.0,1.0,2
36.960037,0.013236105,36.576946,36.882347,37.359688,0.78274155,11.684368,3.168369,8.572414,7.094741,0.29152897,0.76349837,0.15477811,0.17218351,0.45338413,0.29860604,2.6170664,2.3091233,2.6315224,2.30551,0.122996025,1.1792997,16.86968,0.48832196,11.551961,0.6586887,10.80555,0.50613016,9.721274,0.7319475,0.0172821,1.012539,0.8579684,0.43935934,9.394303,0.26890454,2.6199386,3.5885928,17.635717,0.46906757,497.52176,0.30323222,1339.7189,0.14514615,-152.81477,-0.5189791,1624.3928,0.11256889,1067.3854,0.35254672,-134.0582,-0.6179295,2554.2073,0.097696856,1111.4957,0.26620466,-135.94138,-0.5916522,-19.60412,-0.3216883,29.135708,0.23698631,-0.02885454,-0.8988726,-0.021063417,-0.46562666,0.24083583,0.7597155,26.15358,0.2170851,11.020507,1.0320642,12.131278,0.6580918,5.9020996,1.6221042,-20.637342,32.00071,-0.073452495,-0.0053129555,0.05235823,1.6129032,1.1049724,0.34,0.31,0.53499997,0.36499998,-33.957615,S2_w017_t1_s16.wav',1000,16.0,1000,17,1,80.0,1.0,2
30.789024,0.16090739,30.156368,32.985607,34.012333,3.8559647,385.28326,0.0,46.337097,35.974846,0.20344707,0.2306154,0.15845539,0.19390747,0.25467217,0.09621678,1.1059926,0.5681661,0.58323115,0.40298873,0.14117028,0.13664295,15.810334,0.24370316,12.747665,0.31528148,13.552682,0.40089917,8.548086,0.6395341,0.04171395,0.803102,1.3636924,0.28829738,2.090017,1.4544735,12.57388,0.8549661,26.143661,0.25355598,398.92896,0.2363277,1172.3458,0.20246626,-151.51805,-0.5399001,1535.5605,0.064218275,735.2454,0.3321541,-155.46222,-0.46367264,2625.5776,0.051771794,652.36487,0.18178648,-155.43295,-0.4644168,-20.042698,-0.07967848,28.03391,0.12159651,-0.024640702,-1.1341282,-0.015793074,-0.55219346,0.14701496,0.13820963,20.127844,0.10887669,16.575497,0.16820346,20.285904,0.19145857,5.6097383,0.92716855,-18.800026,29.829256,-0.0545185,-0.009744502,0.14064658,5.0000005,2.6086957,0.089999996,0.040824827,0.2025,0.07885905,-45.239162,'S2_w27_t1_s06.wav',1000,6.0,1000,27,0,,,1
28.349028,0.22547935,19.45171,31.565758,32.850044,13.3983345,65.215225,49.579308,1.7520059,5.9333878,0.30801216,0.46114296,0.17934018,0.2777584,0.41410336,0.23476318,3.3446455,2.6220975,2.1375968,1.5738851,0.16744077,0.588204,17.957842,0.6263645,10.116327,0.65011436,2.03917,3.7729998,1.6717644,6.3706765,0.016151922,0.91009593,1.166444,0.42234418,1.852898,2.314871,-3.4706805,-1.8740091,21.15512,0.31436983,446.38116,0.14517708,1183.5751,0.14244364,-123.96721,-0.77588993,1427.7153,0.11871569,959.8495,0.23190399,-127.10056,-0.7230708,2513.1362,0.07569199,1044.9401,0.41104746,-131.04578,-0.66526216,-14.755038,-0.24478693,25.396095,0.21448855,-0.017578779,-1.3608737,-0.027878102,-0.3758023,0.23742035,0.54836375,27.828632,0.15593122,5.668216,1.3690549,-0.97273695,-9.990653,-2.2594154,-5.6969466,-15.2850065,26.080948,-0.060560443,-0.010189927,0.12733535,2.996255,1.5267177,0.24,0.13693063,0.31399998,0.12784365,-40.50707,'S2_w29_t1_s08.wav',1000,8.0,1000,29,1,100.0,1.0,1
33.007984,0.15060745,28.799347,34.921394,36.101887,7.30254,178.14636,46.19014,492.0485,496.23785,0.34355476,0.461293,0.22157869,0.2918439,0.42194214,0.20036346,4.162309,4.338355,2.0528321,1.2584183,0.1695788,0.97436434,16.602112,0.65592897,13.572907,0.5902126,11.141878,0.4888004,2.9975972,3.2007153,0.06730494,1.7677311,1.5110244,0.4736475,5.494465,0.83062863,15.547217,0.75982857,28.978495,0.2620642,411.897,0.21030618,1251.5209,0.11792483,-122.38123,-0.77038777,1450.8375,0.14401145,1013.5839,0.20903473,-121.424095,-0.70278054,2520.8328,0.07923185,768.4496,0.36370176,-123.71442,-0.66941184,-21.005323,-0.25639886,29.726305,0.23698764,0.0070384145,4.4196258,-0.020079022,-0.4427445,0.27887616,0.681784,26.018806,0.28928196,18.685585,0.27580926,10.327486,0.6015491,-3.520433,-2.4520187,-14.83686,24.189632,-0.05359414,-0.004359557,0.08999362,2.5,2.5773196,0.162,0.13466997,0.206,0.30877826,-35.59984,'S2_w26_t1_s23.wav',1000,23.0,1000,26,0,100.0,1.0,2
32.15247,0.2015265,27.048525,32.933895,36.564472,9.515947,317.63092,584.0813,96.815125,118.861244,0.47324336,0.69864935,0.1685991,0.40018854,0.74390686,0.5753077,5.6145873,3.5793164,3.545597,2.255968,0.2766937,0.8008836,17.003168,0.650026,7.451597,1.0046422,8.691051,1.2782546,2.0765774,5.5229483,0.04488493,1.4211093,1.4789194,0.55473495,4.120519,1.2563614,3.5319088,5.455525,21.427397,0.8913381,462.25253,0.3781827,1177.76,0.17005695,-119.18691,-0.8331188,1511.9354,0.12304519,834.2519,0.40407234,-117.67384,-0.77722865,2563.822,0.08406408,949.12775,0.48322254,-120.46158,-0.7333372,-15.041627,-0.35640875,25.4641,0.29027045,0.027034706,0.8366694,-0.021741243,-0.6258721,0.43749186,0.5502555,25.965487,0.24881144,5.3863297,1.7469211,7.3573775,2.0100183,-6.6338334,-1.4922167,-15.59709,25.971533,-0.05109547,-0.0056064166,0.15095454,1.814059,1.7477204,0.2426087,0.2505857,0.46933332,1.0371785,-33.297424,'S2_w52_t1_s01.wav',1000,1.0,1000,52,0,100.0,1.0,1
23.022585,0.14175257,23.677551,23.878017,24.48986,0.81230927,133.67859,138.75443,72.060036,37.358936,0.3304527,0.36236012,0.18483557,0.34554827,0.45358363,0.26874804,2.1245387,0.85318285,2.4249036,1.6561372,0.25180823,0.19184148,22.743608,0.41847545,11.137594,0.57148415,9.164477,0.8329959,11.32998,0.6611389,0.025022632,0.76458615,1.4421457,0.43956035,-0.9971465,-4.691184,3.8041677,1.5238067,23.26652,0.26884675,451.66943,0.4600856,1280.6816,0.14380743,-72.31049,-1.2945665,1431.6759,0.18005274,938.0731,0.21333118,-78.10652,-1.1115462,2460.5574,0.12056724,770.20465,0.3826359,-81.26972,-1.0390328,-15.648304,-0.2423173,24.191383,0.15570977,-0.00333071,-8.095779,-0.0105472,-0.61348414,0.27089107,0.14184824,27.448685,0.2470822,9.542991,0.6117478,9.356042,0.9023705,9.782913,0.757119,-17.567722,28.78974,-0.058640506,-0.005349778,0.22510098,4.0935674,3.0120482,0.206,0.16292329,0.086666666,0.050552502,-40.10362,'S2_w24_t1_s63.wav',1000,63.0,1000,24,0,80.0,1.0,2
24.681253,0.1055663,23.321053,24.121449,26.021418,2.700365,145.92885,140.13144,42.339046,31.159592,0.45496956,0.6132751,0.1792388,0.40642333,0.6471716,0.46793282,3.9952345,2.5575936,2.9713714,2.271337,0.22492148,0.77955914,17.02592,0.5533894,6.9799094,1.1814687,14.972992,0.8671225,3.206417,3.9370084,0.027550641,1.7012321,1.3527856,0.6364278,1.1158205,2.9903336,0.8175422,9.489664,18.496569,0.37968507,434.09253,0.36491027,1154.106,0.1844797,-92.06407,-1.1018351,1465.258,0.14965342,753.5458,0.44645658,-98.82675,-0.94849175,2461.4119,0.084100075,738.3965,0.4241522,-99.53386,-0.9346643,-12.537895,-0.40722266,19.434027,0.3318652,-0.00020945465,-120.84668,-0.021293074,-0.58596134,0.29236746,0.69438535,22.926456,0.29757404,5.4415555,1.7453417,17.336554,0.91244733,-1.6465541,-8.373322,-14.631505,24.366238,-0.060221054,-0.0051199333,0.15055786,2.2079117,1.7560074,0.29210526,0.3200753,0.26999998,0.34464154,-36.159756,'S2_w07_t1_s32.wav',1000,32.0,1000,7,1,,,2
20.472847,0.10974786,18.64206,20.234547,22.117224,3.4751644,39.621387,32.0637,49.75686,34.434803,0.36534375,0.6990219,0.17724827,0.26660153,0.4677085,0.29046023,2.9600346,2.3191059,3.1143925,2.7292416,0.15671457,1.2160885,23.236197,0.3624763,3.7199008,2.0394523,5.0527315,2.0574703,-2.1427221,-3.6904638,0.025686381,0.9088943,1.4142547,0.48398882,-0.9429554,-3.3731034,5.099776,2.2249997,18.450272,0.33473274,465.72577,0.28082088,1211.4062,0.11765285,-70.021675,-1.2575804,1446.5624,0.11398454,1023.3854,0.21692403,-76.19482,-1.0996928,2418.699,0.07915737,929.92334,0.2901075,-79.99673,-1.0131934,-12.36654,-0.35490614,21.767197,0.21465187,0.0055354354,3.8743732,-0.020977894,-0.4518058,0.21421379,0.9998657,26.47497,0.26653332,3.9504204,2.160523,6.520115,1.8564863,-3.058767,-2.978481,-7.831515,14.689235,0.0047976826,-0.013460051,0.050658777,2.1505377,1.8450184,0.35599998,0.3390929,0.166,0.20915067,-37.892296,'S2_w04_t1_s29.wav',1000,29.0,1000,4,0,60.0,1.0,2
34.881584,0.021048794,34.417572,34.472748,35.606937,1.1893654,2.0077705,0.0,13.689296,0.0,0.25562683,0.5716427,0.15632418,0.1661861,0.42019168,0.2638675,0.50500536,0.25623542,1.5380572,0.0,0.2141954,0.19164023,17.260696,0.42649946,12.754445,0.34646308,9.792384,0.44639656,4.7548513,2.8448741,0.014391763,0.8601795,1.0321683,0.43819457,7.9880395,0.301296,9.432307,0.7581637,29.043592,0.20732091,443.477,0.31791115,1243.5918,0.12847805,-134.70222,-0.682761,1441.1589,0.14787377,1013.51624,0.1934561,-138.13222,-0.60999876,2659.8728,0.076180995,993.1537,0.44813177,-141.12643,-0.5681939,-18.030067,-0.17743604,26.845549,0.14326079,0.0075518037,3.4149516,-0.01534674,-0.2508267,0.25625944,0.14883353,26.090681,0.22497185,14.298852,0.46579763,8.293414,0.7909779,-11.264108,-1.0843884,-19.420568,31.791742,-0.062288824,-0.0056979335,0.19720015,1.0638298,1.1235955,0.29999998,0.0,0.28,0.049999997,-41.076725,'S2_w44_t1_s72.wav',1000,72.0,1000,44,0,60.0,1.0,2
20.764223,0.124067344,20.417717,21.842665,22.338333,1.9206161,165.49745,149.94914,61.823902,46.408047,0.2515459,0.61883956,0.15361427,0.1672248,0.3517717,0.19815744,2.8072288,1.7157123,1.8364878,1.3054981,0.20545694,0.47346595,15.641329,0.5854763,11.809075,0.5078653,9.238309,0.65346915,6.711978,1.4652104,0.051603116,0.21389933,1.7615174,0.31518558,-5.619534,-0.29924077,9.243534,2.4678476,27.128794,0.19161914,518.48193,0.29908004,1323.3951,0.08701596,-180.41737,-0.30853418,1479.6082,0.14542723,1092.4384,0.15331534,-181.83624,-0.28431547,2618.1035,0.07954721,757.84406,0.1537788,-182.78828,-0.2686011,-17.219763,-0.22892821,28.638168,0.13299093,-0.0068897605,-3.5715878,-0.014563526,-0.4675463,0.31726497,0.23868077,28.564285,0.15476356,12.929089,0.4663891,6.0313954,0.796624,-5.2497625,-1.3937826,-17.216467,28.505297,-0.06265108,-0.007108223,0.19368662,1.7482518,1.4234875,0.067499995,0.04548351,0.48999998,0.46916947,-42.36048,'S2_w31_t1_s46.wav',1000,46.0,1000,31,0,80.0,1.0,2
29.227726,0.23776175,21.960733,33.23134,34.388016,12.427282,160.15898,71.30121,100.87678,0.0,0.28937134,0.58075637,0.1577053,0.2096988,0.4056369,0.2479316,2.3507333,1.6381866,2.7626119,2.2733974,0.2035574,0.27677387,16.730856,0.35559976,8.724197,0.9179471,11.369063,0.68324786,7.959447,0.99534845,0.06686465,1.6438203,1.4596336,0.48104122,1.5854131,3.6111338,-4.8602767,-7.5834093,10.208846,3.4825222,429.991,0.24455416,1112.671,0.1875378,-146.92093,-0.5789566,1560.6105,0.08053227,778.5603,0.5095842,-149.87039,-0.52666694,2553.2192,0.074975125,889.9934,0.35848865,-150.5091,-0.51801765,-14.681387,-0.31020394,22.151289,0.22790082,-0.0045601185,-4.56349,-0.026129158,-0.33004522,0.26851374,0.19845875,22.143091,0.22302438,7.95819,1.4000636,17.880066,0.4455846,2.7986696,3.297163,-17.599035,29.544485,-0.053586416,-0.0056107105,0.17949153,1.8867925,1.4492754,0.19333334,0.2107658,0.355,0.22896504,-41.178257,'S2_w51_t1_s47.wav',1000,47.0,1000,51,0,20.0,1.0,2
36.71847,0.016189693,36.187317,36.546158,37.250618,1.0633011,5.3651924,1.9877636,3.2492683,0.68340206,0.26677802,0.5604561,0.15197213,0.16631426,0.41972148,0.26774937,1.0369259,0.5076083,1.8356243,0.74049556,0.08950907,0.65070933,18.242682,0.49556014,13.569954,0.47891676,11.413919,0.6337083,10.256967,0.39507806,0.01194118,0.9781974,0.877349,0.6058966,10.465476,0.27019486,7.5376544,0.8740402,22.115942,0.22216853,451.28268,0.2341496,1310.0933,0.12705775,-142.53542,-0.5993894,1531.8148,0.13023832,961.59265,0.1684687,-126.10134,-0.68398255,2553.294,0.064897135,981.2502,0.30739048,-129.6786,-0.6303352,-20.373547,-0.41594154,31.471418,0.16785909,-0.024166575,-0.69627863,-0.01724913,-0.36529168,0.14013185,0.4275385,28.250479,0.14732033,13.937176,0.70932275,13.511409,0.7852166,8.551723,0.5540742,-21.480234,32.8678,-0.07841894,-0.0062757917,0.053502545,1.5625,0.53475934,0.78999996,0.0,0.525,0.074999996,-36.541153,S2_w017_t1_s54.wav',1000,54.0,1000,17,0,60.0,1.0,2
29.341846,0.14207564,26.906452,29.455935,33.229187,6.322735,176.14091,88.7443,38.121937,26.094082,0.42022827,0.8105632,0.15301524,0.22560671,0.61265063,0.45963538,3.6602714,2.970385,4.1538105,1.869303,0.24381745,0.93041044,19.774471,0.4751538,9.624705,0.81158286,14.369633,0.6723228,7.4372435,1.1004115,0.04332975,1.791472,1.4606125,0.48018458,3.7248905,0.9465052,2.7022724,3.1022255,23.456799,0.33685884,397.90457,0.19095333,1150.002,0.13293052,-111.85478,-0.867994,1469.0448,0.120438196,899.70825,0.37957785,-118.10769,-0.74626076,2383.7913,0.09553397,828.0766,0.36270797,-119.0511,-0.73047304,-17.067377,-0.31548387,24.168242,0.24138646,9.725204e-05,224.64734,-0.022060344,-0.51570845,0.43156132,0.502036,27.982164,0.24559894,9.247003,1.1181345,19.647224,0.56021637,1.5242963,5.4258857,-19.846127,30.90604,-0.07464074,-0.005135347,0.08442275,1.8248175,0.7462687,0.62,0.37,1.39,0.0,-32.98978,'S2_w56_t1_s31.wav',1000,31.0,1000,56,1,80.0,1.0,2
32.22906,0.11025037,30.061426,32.074585,34.808266,4.7468395,793.8722,605.8307,41.461952,37.233456,0.26270843,0.48384604,0.15280288,0.22763698,0.37175405,0.21895117,2.576798,1.5089129,1.5748048,0.8664742,0.18091384,0.21284826,15.998016,0.4694015,10.884841,0.5492897,12.00157,0.6250852,8.393483,0.9977385,0.037199255,1.4084748,1.2971547,0.45905596,3.611053,1.0200845,8.259782,0.666474,23.534676,0.32918113,489.3604,0.3527903,1235.3031,0.17146584,-132.7154,-0.6904161,1581.039,0.12514775,891.03467,0.43128276,-133.29117,-0.64102465,2618.8904,0.08709958,980.3543,0.45964107,-134.72966,-0.62087935,-15.90434,-0.27619144,23.613558,0.2669534,-0.018067919,-1.1529591,-0.017248686,-0.60761404,0.20616676,0.19314052,22.639969,0.26129285,10.839088,0.7676384,14.0212555,0.7522148,2.8767574,3.0481067,-18.990313,29.481194,-0.06604325,-0.0066458206,0.16671953,2.4819856,1.5273312,0.23368421,0.1988443,0.42166668,0.87138623,-42.500538,'S2_w55_t1_s52.wav',1000,52.0,1000,55,1,,,2
34.546772,0.019291384,33.96753,34.407276,35.244984,1.2774544,13.413943,7.0811477,8.463083,5.3382244,0.22973211,0.3423705,0.1595547,0.1988916,0.30954745,0.14999275,1.277322,0.8507188,1.0217202,0.43430728,0.077217564,0.28771165,13.647704,0.44688654,14.365555,0.31666797,16.207273,0.5599996,9.56666,0.6831575,0.025366312,0.7578416,1.1420971,0.45115045,5.859553,0.29027352,13.795574,0.77874017,19.854904,0.25008708,401.0476,0.13121146,1127.5441,0.1528423,-134.19868,-0.67905545,1620.3497,0.0727502,717.6306,0.3188513,-138.83151,-0.5821907,2545.1677,0.045229867,867.9089,0.32166085,-137.46994,-0.6012833,-17.976908,-0.17435884,23.749588,0.18174744,-0.032190952,-0.5795962,-0.015307823,-0.42284286,0.09528689,0.23556332,19.211765,0.18088269,16.577826,0.29944354,24.983238,0.30667177,4.7147717,1.6380376,-19.351624,29.948015,-0.07334103,-0.0047361446,0.067459695,3.215434,0.98039216,0.35999998,0.23551363,0.4775,0.29123658,-44.09759,'S2_w27_t1_s46.wav',1000,46.0,1000,27,1,100.0,1.0,2
30.166061,0.19936155,22.063755,33.643093,34.194496,12.130741,449.46774,488.65402,78.89212,64.111786,0.56122863,0.5596554,0.29025483,0.50638473,0.7906937,0.50043887,5.155273,2.208938,3.5902882,2.110228,0.28914374,0.3602796,20.28563,0.38682565,4.3579044,3.3168747,7.8406286,1.0939854,-3.750182,-2.9256465,0.055023544,1.7565968,1.4123677,0.5339242,2.0544603,2.2879212,0.6864663,10.625114,15.523137,0.572978,479.2519,0.33427456,1105.4263,0.14446029,-86.82289,-1.0742643,1503.664,0.15420711,837.1934,0.22227305,-87.832436,-1.0049827,2620.71,0.08399796,786.423,0.49871457,-91.99874,-0.9232484,-11.376875,-0.5127109,20.750423,0.33999,-0.011796721,-1.9359657,-0.014959378,-0.7223985,0.32080504,0.33818692,22.526953,0.28912356,1.7359109,8.106312,7.891642,1.0606225,-5.899317,-1.6241502,-11.44433,20.256826,-0.030692995,-0.011079221,0.25206184,3.7931037,3.521127,0.159,0.11202231,0.12875,0.14512387,-36.200703,S2_w019_t1_s03.wav',1000,3.0,1000,19,1,,,1
31.23665,0.15840204,31.783375,32.877125,34.088497,2.3051224,569.33203,618.14996,77.869576,101.849525,0.40341088,0.6467094,0.2155633,0.34791073,0.52902657,0.31346327,4.292979,4.3138266,2.3952982,1.753196,0.21743324,0.67806256,16.89432,0.6228142,12.19765,0.893261,7.0422444,1.4689089,-2.2293556,-5.853315,0.048561875,2.0870287,1.41902,0.5506511,2.5706148,1.5376408,3.0161781,4.40489,22.375841,0.58555406,481.95718,0.2577706,1182.1842,0.17394234,-104.25302,-0.9169915,1558.5209,0.12444023,969.4219,0.38084808,-109.20033,-0.8050778,2620.9102,0.083324805,936.50055,0.5759965,-111.67315,-0.76491684,-15.333446,-0.34098503,24.19291,0.2595224,-0.012192214,-1.9367654,-0.024170212,-0.49776083,0.26923552,0.7078789,22.45095,0.34260798,10.705532,1.0996788,6.0709486,1.95253,-9.074434,-1.2981495,-15.123364,25.33447,-0.049793746,-0.011913686,0.16599801,1.5582035,2.578269,0.18678571,0.146191,0.18666665,0.2509685,-37.25564,S2_w019_t1_s56.wav',1000,56.0,1000,19,1,60.0,1.0,2
18.50589,0.13698721,17.340578,18.187735,19.485455,2.1448765,114.62257,159.94444,62.802177,82.48744,0.37395763,0.49949318,0.18428555,0.3499335,0.54595333,0.36166778,4.5939975,3.0636146,2.6482701,1.4675223,0.29990774,0.3883002,20.991869,0.37501675,8.94205,0.78612274,10.906815,0.7660426,-3.8766727,-4.195269,0.05425174,1.3517964,1.7971158,0.53023356,-5.057355,-0.844911,-0.75104463,-8.807858,13.439783,0.57399577,646.31854,0.31652603,1221.1852,0.14978036,-107.097244,-0.89630306,1777.6975,0.17869858,924.77094,0.422116,-113.09936,-0.78410125,2739.3755,0.108108684,770.98566,0.3323753,-113.83435,-0.7728841,-16.33183,-0.3209055,23.717281,0.24296807,0.01457196,1.8379158,-0.027603861,-0.7136348,0.364349,0.35148555,25.742302,0.25571224,8.818697,0.9021813,11.863653,0.8238894,-12.450243,-1.2630819,-16.544256,27.823563,-0.030308643,-0.0077774148,0.24300939,2.9900331,2.1775546,0.20923077,0.1694544,0.294,0.3005062,-38.119526,'S2_w58_t1_s35.wav',1000,35.0,1000,58,1,,,2
30.066496,0.16308258,30.09483,31.062628,32.715664,2.6208344,229.22249,183.28864,128.74724,79.86405,0.23147278,0.42958713,0.16066211,0.18067996,0.32104957,0.16038746,2.1599576,2.0726795,1.1772028,1.0964376,0.11591127,0.30602986,14.031571,0.43878746,11.593968,0.39568126,9.6600895,0.55140424,6.254304,1.5206922,0.029725611,2.1342313,1.3355316,0.44772938,2.0534658,1.8781883,1.5722675,8.647427,22.337984,0.6081132,471.50525,0.25733924,1184.3103,0.16823602,-164.77324,-0.45783028,1489.2571,0.12466812,935.3236,0.32663202,-164.01285,-0.44225642,2587.1667,0.07381848,763.3542,0.34928536,-165.44519,-0.42072672,-14.607415,-0.259085,24.418934,0.19875169,-0.01603477,-1.197696,-0.027246092,-0.3951073,0.15915297,0.2571492,22.39183,0.23544832,9.752355,0.7764326,5.881056,1.1182307,-7.1628823,-1.2743636,-18.478157,29.649775,-0.066422194,-0.0064441916,0.10580169,1.347709,1.221167,0.15222222,0.086638175,0.6444444,0.7318183,-44.843822,'S2_w08_t1_s06.wav',1000,6.0,1000,8,1,80.0,1.0,1
